caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Julia,Julia_072,872,E,"Julia, no corra hacia él. Diga: “No quiero que te hagas daño. Voy a quedarme hablando. Dejemos los objetos lejos”. Yo consideraré eso como información crítica para el equipo.",Dijo que se va a matar.,otro,train
Julia,Julia_073,873,E,"No abra todavía. No podemos verificarlo. Puede preguntar: “¿Dónde lo dejaste?”, pero manténgase detrás de la puerta hasta que llegue ayuda.",Dice que dejó el palo.,pregunta_cerrada|directivo,train
Julia,Julia_074,874,E,Bien. No abra. Esperamos al equipo. D — LLEGADA DEL EQUIPO,En el suelo.,otro,train
Julia,Julia_075,875,E,"No salga corriendo. Avise desde la ventana o desde la pieza: “Estoy en mi pieza, puerta cerrada. Mi hijo está dentro. Puede tener un objeto. Hay olor a quemado”.",Llegaron. Creo.,directivo,train
Julia,Julia_076,876,E,Muy bien. Ahora siga instrucciones del equipo. No salga hasta que ellos se lo indiquen.,"Me duele el brazo, pero no sangro.",otro,train
Julia,Julia_077,877,E,Puede subir su angustia. Usted no intervenga físicamente. No salga a protegerlo con el cuerpo. El equipo necesita espacio para actuar.,Se va a poner peor.,otro,train
Julia,Julia_078,878,E,Lo sé. Y ahora protegerlo también significa no meterse en medio.,Es mi hijo.,otro,train
Julia,Julia_079,879,E,"Seguimos con lo que sí controla: puerta cerrada, no confrontar, no salir, avisar si hay humo, mantener el teléfono con usted y usar frases de seguridad solo si él se acerca.","No llegan. Ana dijo que llamó, pero no llegan.",otro,train
Julia,Julia_080,880,E,No lo siga. Avise hacia afuera: “Rodrigo puede estar saliendo con un objeto”. Deje que el equipo lo maneje afuera.,Creo que va a salir. Está abriendo la puerta principal.,otro,train
Julia,Julia_081,881,E,"Julia, ¿reconoce que es el equipo?",Sí.,pregunta_abierta|pregunta_cerrada,train
Julia,Julia_082,882,E,Abra solo si ellos le confirman que es seguro. EQUIPO DE EMERGENCIA Puede abrir despacio. Estamos aquí.,Sí. Están aquí.,directivo,train
Julia,Julia_083,883,E,¿Está acompañada por el equipo ahora?,Ya entraron. Están conmigo.,pregunta_cerrada,train
Julia,Julia_084,884,E,¿Rodrigo está siendo contenido por ellos?,Sí.,pregunta_cerrada,train
Julia,Julia_085,885,E,No vaya hacia él. Quédese con la persona que está con usted. Dígale que le duele el brazo y que está muy asustada.,Lo escucho gritar. No sé.,otro,train
Julia,Julia_086,886,E,"Julia, antes de cortar quiero dejarle algunas cosas claras. Esto no era una discusión familiar común. Había riesgo de fuego, amenaza y una posible crisis de salud mental.",Me duele el brazo… estoy muy asustada.,otro,train
Julia,Julia_087,887,E,Lo entiendo. Nadie quiere llegar a esto. Pero pedir ayuda evitó que siguiera escalando.,Yo no quería que terminara así.,validacion,train
Julia,Julia_088,888,E,"Aunque mañana parezca más tranquilo, igual necesita evaluación profesional urgente. Lo que usted describe lleva semanas: no ir al colegio, decir que lo siguen, encerrarse, escuchar o percibir cosas que otros no, y ahora prender cosas y amenazarla.",¿Y si mañana dice que está bien?,confrontacion,train
Julia,Julia_089,889,E,No voy a usar esa palabra. Está sufriendo algo serio y peligroso en este momento. Eso no lo hace malo ni menos su hijo. Pero sí significa que necesita ayuda especializada y límites de seguridad.,¿Está loco?,otro,train
Julia,Julia_090,890,E,"No a todo el mundo. Pero sí a las personas necesarias: salud, un familiar de confianza y alguien responsable del colegio, como convivencia u orientación. No como castigo, sino para que no lo traten como flojera o rebeldía.",¿Tengo que contarle al colegio?,otro,train
Julia,Julia_091,891,E,"Cuando el equipo lo indique, deberán revisar la casa. Por ahora, no deje a Rodrigo solo con fósforos, encendedores, cuchillos, herramientas, barras, medicamentos, alcohol o elementos inflamables. No es castigo. Es seguridad temporal.",¿Tengo que contarle al colegio?,otro,train
Julia,Julia_092,892,E,"No para siempre ni sola. Pero después de una crisis con fuego y amenazas, la casa necesita medidas de seguridad mientras salud evalúa.",No puedo vivir escondiendo todo.,otro,train
Julia,Julia_093,893,E,"No discuta si existe o no existe. No confirme ni niegue. Use frases cortas: “Veo que estás muy asustado”, “no voy a pelear contigo”, “no vamos a usar fuego”, “dejemos los objetos lejos”, “esperemos ayuda”. En plena crisis, la meta no es convencerlo; es que nadie se haga daño.",¿Y si vuelve con lo de la secta?,otro,train
Julia,Julia_094,894,E,"Usted también necesita apoyo. Después puede aparecer culpa, vergüenza, rabia, miedo de quedarse sola con él, dificultad para dormir o sobresaltos con cualquier ruido. Eso no significa que sea mala madre ni que esté fallando. Significa que vivió una amenaza dentro de su casa.",¿Y yo qué hago con todo esto?,otro,train
Julia,Julia_095,895,E,No necesita contarlo a todos. Pero sí necesita una o dos personas adultas de confianza. Puede decir: “Rodrigo está siendo atendido y necesito que no me dejen sola”.,Me da vergüenza contar esto.,otro,train
Julia,Julia_096,896,E,"Usted pidió ayuda en una situación de riesgo. Eso fue una medida de protección, no una traición. PLAN FINAL ABCDE INTEGRADO",No quiero que me culpen.,otro,train
Julia,Julia_097,897,E,"Vamos a revisar el plan. Uno: usted está con el equipo de emergencia. Dos: no va a acercarse físicamente a Rodrigo mientras esté alterado. Tres: va a informar dolor en el brazo, olor a quemado, amenazas y objeto contundente. Cuatro: Rodrigo necesita evaluación urgente, aunque después parezca tranquilo. Cinco: no debe quedar sola con él si sigue el riesgo activo. Seis: se deben retirar o asegurar objetos peligrosos y elementos inflamables. Siete: usted también necesita apoyo de un adulto de confianza esta noche. Ocho: no va a discutir sus ideas delirantes; va a priorizar seguridad.",No quiero que me culpen.,confrontacion,train
Julia,Julia_098,898,E,¿Hay alguien del equipo junto a usted ahora?,Ya.,pregunta_cerrada,train
Julia,Julia_099,899,E,¿Puede verla?,Sí. Una paramédica.,pregunta_cerrada,train
Julia,Julia_100,900,E,Entonces ya no está sola.,Sí.,otro,train
Julia,Julia_101,901,E,"Julia, llamar fue una forma de protegerlo. Y de protegerse usted también.",Gracias. Yo pensé que si llamaba lo estaba traicionando.,otro,train
Julia,Julia_102,902,E,Lo sé. Quédese con el equipo. No vaya hacia él.,Está gritando.,otro,train
Julia,Julia_103,903,E,Voy a cortar para que pueda seguir las instrucciones presenciales. Julia.,Ya.,otro,train
Julia,Julia_104,904,E,No lo enfrente sola.,Sí.,otro,train
Mercedes,Mercedes_001,905,A,"Línea de apoyo y orientación, habla Claudia. ¿Con quién hablo?",,otro,test
Mercedes,Mercedes_002,906,A,"Podemos partir de a poco, señora. ¿Me puede decir su nombre?","voz baja, contenida No sé si corresponde llamar aquí.",pregunta_cerrada,test
Mercedes,Mercedes_003,907,A,"Señora Mercedes, soy Claudia. Voy a quedarme con usted en la llamada. No tiene que contarme todo de golpe. Primero necesito saber dónde está ahora.",Mercedes.,otro,test
Mercedes,Mercedes_004,908,A,¿Está sola?,En mi casa. En la parcela.,pregunta_cerrada,test
Mercedes,Mercedes_005,909,A,Entiendo. ¿Usted está en un lugar donde puede hablar sin que don Nolasco la escuche?,No. Está mi marido. Pero él está en otra pieza. No sabe que estoy llamando.,validacion|pregunta_abierta|pregunta_cerrada,test
Mercedes,Mercedes_006,910,A,Bien. ¿Está sentada?,Creo que sí. Estoy en la salita chica.,pregunta_cerrada,test
Mercedes,Mercedes_007,911,A,"Antes de seguir, ¿tiene algún dolor físico fuerte ahora, dificultad para respirar, mareo intenso o sensación de que se puede desmayar?",Sí.,pregunta_abierta|pregunta_cerrada,test
Mercedes,Mercedes_008,912,A,Está bien. ¿Qué la hizo llamar hoy?,"No… dolor tengo siempre, pero no es eso. No llamo por eso.",pregunta_abierta|pregunta_cerrada,test
Mercedes,Mercedes_009,913,A,La escucho.,Me dieron un resultado.,otro,test
Mercedes,Mercedes_010,914,A,Le dijeron que tiene cáncer.,"Una biopsia. Yo fui por unos dolores, cansancio… cosas que una piensa que son la edad. Y hoy me dijeron que es cáncer.",otro,test
Mercedes,Mercedes_011,915,A,Señora Mercedes… lamento mucho que haya recibido una noticia así.,Terminal.,validacion,test
Mercedes,Mercedes_012,916,A,No tiene que saberlo ahora. Hoy recibió una noticia enorme. Podemos ir ordenando de a poco lo más urgente.,No sé qué se hace con una palabra como esa.,otro,test
Mercedes,Mercedes_013,917,A,Entiendo. ¿Me puede contar por qué no quiere que don Nolasco se entere?,No quiero que mi marido se entere.,validacion|pregunta_abierta|pregunta_cerrada,test
Mercedes,Mercedes_014,918,A,Usted teme que la noticia le haga daño a él.,"Él tiene el corazón malo. Hace años. Tiene sus remedios, su cardiólogo, sus controles. No puede pasar rabias ni sustos fuertes.",otro,test
Mercedes,Mercedes_015,919,A,Ese miedo debe ser muy pesado.,"Claro. Si yo se lo digo, capaz que se me muera él primero.",otro,test
Mercedes,Mercedes_016,920,A,Usted ha sido quien sostiene muchas cosas en la casa.,No puedo hacerle eso. Él depende de mí. Yo le ordeno las pastillas. Le recuerdo las horas. Le hago la comida cuando la señora que nos ayuda no está.,otro,test
Mercedes,Mercedes_017,921,A,Tómese su tiempo.,Toda la vida. Y ahora me dicen que yo… que yo ya no.,silencio_contencion,test
Mercedes,Mercedes_018,922,A,"Se quedó con algunas palabras, pero no pudo procesarlo todo.",El doctor hablaba de tratamientos paliativos. Yo escuché la mitad. Después ya no escuché nada.,otro,test
Mercedes,Mercedes_019,923,A,"Puede pasar. Cuando una noticia es demasiado fuerte, la mente escucha pedazos.",Paliativo… terminal… ramificado… tiroides. Como si hablara de otra persona.,validacion,test
Mercedes,Mercedes_020,924,A,No le contó la noticia completa.,"Yo le dije al doctor que sí, que entendía. Pero no entendí. Me vine para acá y le dije a Nolasco que todo había salido “más o menos”.",otro,test
Mercedes,Mercedes_021,925,C,"Señora Mercedes, le voy a preguntar algo importante y se lo pregunto con respeto. Cuando dice “no sé si quiero hacer nada”, ¿se refiere a que no quiere iniciar tratamientos, o ha pensado en hacerse daño?","Además, no sé si quiero hacer nada. ¿Para qué? A esta edad, ¿para qué seguir luchando?",pregunta_abierta,test
Mercedes,Mercedes_022,926,C,Gracias por responder. Se lo pregunto porque me importa su seguridad. ¿Ha pensado en quitarse la vida o en provocarse daño desde que recibió el diagnóstico?,"No, no. Yo no soy de hacer esas cosas.",pregunta_abierta,test
Mercedes,Mercedes_023,927,C,"¿Ha pensado en dejar de tomar medicamentos, dejar de comer o hacer algo para apurar el final?",No. No así.,otro,test
Mercedes,Mercedes_024,928,C,Gracias por decírmelo. Eso es importante. ¿Ha dejado ya de tomar algún medicamento indicado?,"Pensé… pensé que quizás no valía la pena tomar nada más. Ni para esto, ni para lo otro.",otro,test
Mercedes,Mercedes_025,929,C,"Bien. Por ahora, no cambie ni suspenda medicamentos sin hablar con su médico. Una cosa es decidir tratamientos con información y acompañamiento; otra cosa es quedarse sola con la noticia y empezar a abandonarse hoy.",No. Los míos no. Los de Nolasco se los di como siempre. Los míos… hoy no me tocaba mucho.,otro,test
Mercedes,Mercedes_026,930,C,"Eso es distinto y es una conversación válida para tener con el equipo médico. Los cuidados paliativos no son para obligarla a “luchar” de cualquier manera; son para aliviar dolor, acompañarla y ayudarla a decidir con dignidad y con información.",No quiero que me alarguen el sufrimiento.,otro,test
Mercedes,Mercedes_027,931,C,"Es posible que se lo hayan dicho, pero hoy era demasiado para escucharlo todo.",Eso no me lo explicaron así.,otro,test
Mercedes,Mercedes_028,932,C,Entiendo. Hay una parte de usted que no quiere seguir sufriendo y otra que todavía está pidiendo orientación. Hoy no vamos a tomar decisiones definitivas. Hoy vamos a hacer algo más pequeño: que no se quede sola con esta noticia y que hable con un equipo que pueda explicarle opciones de alivio.,"No quiero morirme mañana, pero tampoco quiero seguir así.",validacion|interpretacion,test
Mercedes,Mercedes_029,933,C,"Esa frase me preocupa, señora Mercedes. No porque usted esté haciendo algo malo, sino porque puede ser una forma de abandono después de un golpe muy fuerte. Hoy no decida desde el shock. Hoy necesitamos compañía, información médica clara y apoyo para usted y don Nolasco.","Quizás lo mejor es dejarme estar no más. No comer, no moverme, no molestar.",otro,test
Mercedes,Mercedes_030,934,B,"Señora Mercedes, ¿cómo está su respiración ahora?","Quizás lo mejor es dejarme estar no más. No comer, no moverme, no molestar.",pregunta_abierta|pregunta_cerrada,test
Mercedes,Mercedes_031,935,B,"No vamos a hacer nada complicado. Solo apoye una mano sobre la mesa o sobre el brazo del sillón. Se oye un roce suave, quizá una mano sobre madera.",Rara. Como cortita.,otro,test
Mercedes,Mercedes_032,936,B,Sienta esa superficie. Está firme. Ahora inhale como pueda… y suelte el aire lento.,Rara. Como cortita.,otro,test
Mercedes,Mercedes_033,937,B,"Otra vez. No para que desaparezca la pena, sino para que su cuerpo tenga un poco de espacio.",exhala. La salida del aire tiembla.,otro,test
Mercedes,Mercedes_034,938,B,"Entiendo. Puede llorar bajito aquí conmigo, si lo necesita. No tiene que explicarle todo en este segundo.","No quiero llorar. Si lloro, él va a preguntar.",validacion|silencio_contencion,test
Mercedes,Mercedes_035,939,B,Y por eso usted siente que debe ser fuerte por los dos.,Yo no lloro mucho. Nolasco sí. Él es más blando.,otro,test
Mercedes,Mercedes_036,940,B,"Hoy ser fuerte puede significar pedir ayuda, no guardárselo todo.",Siempre.,otro,test
Mercedes,Mercedes_037,941,B,Mire alrededor de la salita. Dígame tres cosas que ve.,Siempre.,directivo,test
Mercedes,Mercedes_038,942,B,Bien. Dos sonidos que escucha.,La mesa chica. Un retrato. Las cortinas.,otro,test
Mercedes,Mercedes_039,943,B,Una cosa que toca.,El reloj. Su voz.,otro,test
Mercedes,Mercedes_040,944,B,Bien. Está en la salita chica. Está sentada. Está hablando conmigo. Hoy no tiene que decidir toda su vida. Solo vamos a cuidar esta noche y los próximos pasos.,La mesa.,otro,test
Mercedes,Mercedes_041,945,B,"Tiene razón. Respirar no cambia el diagnóstico. Lo usamos solo para que su cuerpo no quede solo en el golpe, y para que pueda decidir acompañada, no desde el shock.",Respirar no va a cambiar el resultado.,validacion,test
Mercedes,Mercedes_042,946,C,"Señora Mercedes, voy a ordenar lo urgente en voz alta. Uno: recibió hoy un diagnóstico terminal. Dos: está en shock y no retuvo toda la información médica. Tres: no quiere contarle a don Nolasco por miedo a su cardiopatía. Cuatro: ha pensado en no seguir tratamientos o dejarse estar, pero me dice que no quiere hacerse daño. Cinco: no debe tomar decisiones médicas importantes hoy, sola y recién diagnosticada. Seis: necesita una persona de confianza o un equipo médico que la acompañe en los próximos pasos.",Respirar no va a cambiar el resultado.,otro,test
Mercedes,Mercedes_043,947,C,"Entiendo que quiera cuidar su intimidad. Pero una noticia terminal no debería cargarla completamente sola, menos viviendo con un esposo que también necesita cuidados.",No quiero que nadie se entere.,validacion,test
